MSSubClass,MSZoning,LotFrontage,LotArea,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterCond,Foundation,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Functional,Fireplaces,FireplaceQu,GarageType,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SalePrice,Street_Pave,Alley_Pave,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSeWa,LandSlope_Mod,LandSlope_Sev,MasVnrType_BrkFace,MasVnrType_Stone,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,CentralAir_Y,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,GarageFinish_RFn,GarageFinish_Unf,PavedDrive_P,PavedDrive_Y,PoolQC_Fa,PoolQC_Gd,Fence_GdWo,Fence_MnPrv,Fence_MnWw,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC
45,158052.0890410959,60.0,9000,186097.94791935902,186766.73264840184,185224.48665901885,181773.3072608619,185825.3162237993,145395.80756686235,6,3,1928,1950,171773.6313619456,180238.89337859975,150271.8021491264,149031.89480805007,0.0,184302.54226817703,133747.59470168684,170492.02766362252,0,185324.4925261686,0,784,784,182555.99476961396,143438.42197989832,129111.70539887188,784,0,0,784,0,0,1,0,2,1,183856.24722527748,0,180921.19589041095,134510.68357477352,360,132743.6591780822,131661.04777814902,0,0,91,0,0,0,0,10,2009,174533.7870692423,76000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
60,191788.16806822573,0.0,53107,183011.7262212458,204089.52820306204,145641.60203723217,181316.743091842,185992.9014662353,210342.2118448481,6,5,1992,1992,171576.23386148512,179944.5975465493,164983.62030207235,169956.35142255004,0.0,184300.10210010127,225924.77091393914,235997.54215423937,985,184734.92789625283,0,595,1580,182264.44788099316,215635.49074942255,187158.02315297228,1079,874,0,1953,1,0,2,1,3,1,183712.11440409094,2,169696.16552511416,203330.3589886453,501,188012.89654544982,188271.9244019628,216,231,0,0,0,0,0,6,2007,172962.0638103184,240000,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
120,191788.16806822573,43.0,3182,176830.30997541273,186582.1885192433,184580.31393592924,181316.743091842,180539.84398782343,176000.72501529913,8,5,2004,2005,171576.23386148512,179944.5975465493,213860.54492631304,214053.8553226605,16.0,184300.10210010127,225924.77091393914,235997.54215423937,24,184734.92789625283,0,1232,1256,182264.44788099316,215635.49074942255,187158.02315297228,1269,0,0,1269,0,0,2,0,2,1,183712.11440409094,1,207391.62436361727,203330.3589886453,430,188012.89654544982,188271.9244019628,146,20,0,0,144,0,0,4,2010,172962.0638103184,192000,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
50,191233.32829829317,58.0,8410,180353.97784902362,132244.07542916594,149112.34611872147,181311.71828673297,185924.04816297858,148652.67684176465,5,3,1910,1996,168256.2199391172,179840.24285865988,154365.84369308734,216070.71346458318,0.0,128779.72272083136,227015.4190232049,171739.15930117134,0,185133.43936837843,0,658,658,181920.61728043645,143519.17068568626,186903.34350873178,658,526,0,1184,0,0,1,0,5,1,183469.79688023945,0,180921.19589041095,180921.19589041095,0,180921.19589041095,180921.19589041095,0,151,0,0,0,0,0,5,2006,173064.5194911173,81000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80,191788.16806822573,72.0,7200,176830.30997541273,132339.17023053791,184580.31393592924,181316.743091842,185992.9014662353,166744.54772425984,6,6,1976,1976,220373.38846683016,179944.5975465493,149310.45999377334,149723.0465432989,255.0,184300.10210010127,150889.41111757548,162493.81361119208,631,184734.92789625283,0,410,1041,182264.44788099316,215635.49074942255,187158.02315297228,1125,0,0,1125,1,0,1,0,3,1,183712.11440409094,1,169696.16552511416,134212.3418029165,352,188012.89654544982,188271.9244019628,296,0,0,0,0,0,0,10,2009,172962.0638103184,125000,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
20,191233.32829829317,93.0,9382,217032.90311932663,196200.38727832644,184468.41940953254,181311.71828673297,185924.04816297858,175412.84046329584,7,5,1999,2000,171476.40430315665,179840.24285865988,214779.58038757098,216070.71346458318,125.0,183898.69899894626,227015.4190232049,171739.15930117134,0,185133.43936837843,0,1468,1468,181920.61728043645,215068.50326484017,186903.34350873178,1479,0,0,1479,0,0,2,0,3,1,183469.79688023945,0,180921.19589041095,202535.0966698494,577,187494.1124375275,187858.72426065805,120,25,0,0,0,0,0,7,2008,173064.5194911173,191000,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
60,191233.32829829317,96.0,12474,177369.49877805647,296458.38831811264,184468.41940953254,181311.71828673297,185924.04816297858,210207.53451219972,10,5,2007,2008,171476.40430315665,179840.24285865988,214779.58038757098,216070.71346458318,272.0,183898.69899894626,227015.4190232049,233482.38990880968,1280,185133.43936837843,0,402,1682,181920.61728043645,215068.50326484017,186903.34350873178,1742,590,0,2332,1,0,2,1,3,1,183469.79688023945,1,284255.2652968037,253546.8584474886,846,187494.1124375275,187858.72426065805,196,134,0,0,0,0,0,8,2008,273959.03734815196,426000,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,191083.31517272186,50.0,8405,176089.5498929543,137170.33640951692,183441.46344586575,179950.05742616134,184738.37905625423,146778.6026390008,5,8,1900,1950,171077.48219472994,178244.3257876119,152092.28855028935,151892.11999401156,0.0,182734.72932716325,134667.34319774128,151608.0420246111,241,159729.7634971797,391,229,861,180670.64605122097,211490.56365834005,185652.48040866305,961,406,0,1367,1,0,1,0,4,1,181937.7426632337,0,180921.19589041095,135332.02115168422,384,185802.54052726802,186460.00744518626,0,130,112,0,0,0,0,4,2008,171976.80481447003,119000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
60,191788.16806822573,71.0,12209,221332.68135118307,159994.52084574153,184580.31393592924,181316.743091842,185992.9014662353,210342.2118448481,6,5,2001,2002,171576.23386148512,179944.5975465493,213860.54492631304,214053.8553226605,0.0,184300.10210010127,225924.77091393914,162493.81361119208,690,184734.92789625283,0,114,804,182264.44788099316,215635.49074942255,187158.02315297228,804,1157,0,1961,1,0,2,1,3,1,183712.11440409094,1,207391.62436361727,242607.8531573672,560,188012.89654544982,188271.9244019628,125,192,0,0,0,0,0,6,2009,172962.0638103184,215000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20,191788.16806822573,0.0,8339,176830.30997541273,146591.47647100576,184580.31393592924,181316.743091842,185992.9014662353,176000.72501529913,5,7,1959,1959,171576.23386148512,179944.5975465493,149310.45999377334,149723.0465432989,0.0,184300.10210010127,129964.46529680365,180921.19589041095,0,180921.19589041095,0,0,0,182264.44788099316,144007.55319568908,187158.02315297228,882,0,0,882,0,0,1,0,3,1,183712.11440409094,0,180921.19589041095,203330.3589886453,294,188012.89654544982,188271.9244019628,0,0,0,0,0,0,1200,7,2007,172962.0638103184,106500,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
30,190160.40928833946,0.0,7446,186097.94791935902,137740.122086037,148141.61278538813,181773.3072608619,185825.3162237993,176209.93732471083,4,5,1941,1950,171773.6313619456,180238.89337859975,158803.23996221068,168507.07997038134,0.0,184302.54226817703,148793.16362702977,149382.62150339587,266,185324.4925261686,0,522,788,182555.99476961396,143438.42197989832,129111.70539887188,788,0,0,788,0,0,1,0,2,1,183856.24722527748,2,205888.6941845438,180921.19589041095,0,180921.19589041095,180921.19589041095,0,0,0,0,0,0,0,4,2006,174533.7870692423,100000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
50,190239.06526649263,60.0,10134,178489.28961406744,137642.77187033772,184599.263273081,181484.8140179127,186080.85319727138,144558.64090766496,5,6,1940,1950,172035.03598133638,180793.75578852816,151164.8740923722,151935.2683365949,0.0,184803.1361467939,151572.24116518308,174481.53227860315,0,184648.6339145281,0,735,735,182644.13387730793,156636.94614099566,132072.0374544824,735,299,0,1034,0,0,1,0,2,1,184055.0118454334,0,180921.19589041095,137979.68226070475,240,187650.53864047557,188220.00182904213,0,39,0,0,0,0,0,7,2007,174847.76121223494,109000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
20,190160.40928833946,68.0,9571,176192.88896983134,134704.96864849597,185224.48665901885,181773.3072608619,185825.3162237993,176209.93732471083,5,6,1956,1956,171773.6313619456,180238.89337859975,150271.8021491264,149031.89480805007,0.0,184302.54226817703,148793.16362702977,150017.95833805046,739,185324.4925261686,0,405,1144,182555.99476961396,143438.42197989832,187240.3652034425,1144,0,0,1144,1,0,1,0,3,1,183856.24722527748,0,180921.19589041095,203116.58081421113,596,188180.9152155406,188289.4514542016,44,0,0,0,0,0,0,6,2010,174533.7870692423,129000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
20,190160.40928833946,60.0,7200,176192.88896983134,198714.87376966007,185224.48665901885,181773.3072608619,185825.3162237993,176209.93732471083,5,5,1972,1972,217592.1644399346,180238.89337859975,152590.35461776404,153069.59760273973,0.0,184302.54226817703,148793.16362702977,149382.62150339587,777,185324.4925261686,0,117,894,182555.99476961396,143438.42197989832,187240.3652034425,894,0,0,894,0,0,1,0,2,1,183856.24722527748,0,180921.19589041095,134510.68357477352,600,188180.9152155406,188289.4514542016,215,0,0,0,0,0,0,9,2009,174533.7870692423,123000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
60,191788.16806822573,69.0,7590,176830.30997541273,146591.47647100576,207428.47835616439,181316.743091842,185992.9014662353,210342.2118448481,5,5,1962,1962,171576.23386148512,179944.5975465493,213860.54492631304,214053.8553226605,288.0,184300.10210010127,150889.41111757548,162493.81361119208,540,184734.92789625283,0,324,864,182264.44788099316,144007.55319568908,187158.02315297228,876,936,0,1812,0,0,2,0,4,1,183712.11440409094,1,207391.62436361727,203330.3589886453,264,188012.89654544982,188271.9244019628,0,168,0,0,0,0,0,7,2007,172962.0638103184,169500,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
30,132291.26351046213,60.0,8967,176883.77038486628,127261.44330289194,184599.263273081,181484.8140179127,186080.85319727138,177217.15836269865,5,2,1920,1950,172035.03598133638,180793.75578852816,151164.8740923722,151935.2683365949,0.0,129790.46937953265,140576.84888019136,174481.53227860315,0,184648.6339145281,0,961,961,182644.13387730793,156636.94614099566,180921.19589041095,1077,0,0,1077,0,0,1,0,2,1,155086.56849315067,0,180921.19589041095,137979.68226070475,338,170225.99657534246,159580.79726027398,0,0,0,0,0,0,0,11,2007,174847.76121223494,67000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
60,209727.10386424046,65.0,8125,176192.88896983134,220252.42304593071,185224.48665901885,181773.3072608619,185825.3162237993,211194.49169099482,7,5,2006,2007,171773.6313619456,180238.89337859975,222476.65379825654,220531.77701674277,100.0,184302.54226817703,224333.79845953133,234934.10814502594,812,185324.4925261686,0,280,1092,182555.99476961396,213698.3425555805,187240.3652034425,1112,438,0,1550,1,0,2,0,2,1,183856.24722527748,0,180921.19589041095,203116.58081421113,438,188180.9152155406,188289.4514542016,0,168,0,0,0,0,0,10,2009,174533.7870692423,241000,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
120,191788.16806822573,38.0,14963,176830.30997541273,197950.74743150684,184580.31393592924,181316.743091842,180539.84398782343,176000.72501529913,8,5,1996,1996,171576.23386148512,179944.5975465493,188015.55018171654,188161.31121575343,0.0,184300.10210010127,225924.77091393914,235997.54215423937,786,184734.92789625283,0,474,1260,182264.44788099316,215635.49074942255,187158.02315297228,1288,0,0,1288,1,0,1,1,1,1,183712.11440409094,2,224012.6486041269,203330.3589886453,500,188012.89654544982,188271.9244019628,120,30,0,0,224,0,0,12,2008,172962.0638103184,245500,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,191788.16806822573,65.0,8767,176830.30997541273,194300.35400711896,184580.31393592924,181316.743091842,185992.9014662353,176000.72501529913,7,5,2005,2005,171576.23386148512,179944.5975465493,213860.54492631304,214053.8553226605,0.0,184300.10210010127,225924.77091393914,235997.54215423937,24,184734.92789625283,0,1286,1310,182264.44788099316,215635.49074942255,187158.02315297228,1310,0,0,1310,0,0,2,0,3,1,183712.11440409094,1,224012.6486041269,203330.3589886453,400,188012.89654544982,188271.9244019628,0,0,0,0,0,0,0,7,2006,271052.9541718555,164990,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
30,191788.16806822573,60.0,10200,176830.30997541273,143016.72665006228,184580.31393592924,181316.743091842,185992.9014662353,176000.72501529913,5,8,1940,1997,171576.23386148512,179944.5975465493,153973.41317823526,148706.64856490542,0.0,184300.10210010127,225924.77091393914,170418.019223492,0,184734.92789625283,0,672,672,182264.44788099316,215635.49074942255,187158.02315297228,672,0,0,672,0,0,1,0,2,1,183712.11440409094,0,180921.19589041095,134212.3418029165,240,188012.89654544982,188271.9244019628,168,0,0,0,0,0,0,8,2008,172962.0638103184,108000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
60,191788.16806822573,93.0,12090,183011.7262212458,302631.8595093979,184580.31393592924,181316.743091842,185992.9014662353,210342.2118448481,8,5,1998,1998,220373.38846683016,179944.5975465493,213860.54492631304,214053.8553226605,650.0,184300.10210010127,225924.77091393914,170418.019223492,0,184734.92789625283,0,1141,1141,182264.44788099316,156124.44266144815,187158.02315297228,1165,1098,0,2263,0,0,2,1,4,1,183712.11440409094,1,207391.62436361727,242607.8531573672,420,188012.89654544982,188271.9244019628,144,123,0,0,0,0,0,7,2006,172962.0638103184,258000,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
60,191233.32829829317,0.0,10364,177369.49877805647,189828.11369863013,184468.41940953254,181311.71828673297,185924.04816297858,210207.53451219972,6,5,1995,1996,171476.40430315665,179840.24285865988,150367.16645911167,150907.76662644616,0.0,183898.69899894626,227015.4190232049,171739.15930117134,0,185133.43936837843,0,806,806,181920.61728043645,158311.73448420467,186903.34350873178,806,766,0,1572,0,0,2,1,3,1,183469.79688023945,1,202824.92591013273,253546.8584474886,373,187494.1124375275,187858.72426065805,0,40,0,0,0,0,0,5,2007,173064.5194911173,168000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20,191083.31517272186,0.0,9991,181031.04892367907,144307.13574097137,148269.84227005873,179950.05742616134,184738.37905625423,175524.30905220288,4,4,1976,1993,171077.48219472994,178244.3257876119,178333.5314777033,170222.5124692659,0.0,182734.72932716325,150904.94155428815,151258.05479452055,1116,183453.7229458783,0,165,1281,180670.64605122097,211490.56365834005,185652.48040866305,1620,0,0,1620,1,0,2,0,3,1,155618.38774733638,1,202636.72746655295,201627.13136986303,490,185802.54052726802,186460.00744518626,120,78,0,0,0,0,0,6,2009,171976.80481447003,150000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
50,191788.16806822573,51.0,10480,176830.30997541273,157864.20547945204,184580.31393592924,181316.743091842,185992.9014662353,145909.53254674532,6,5,1936,1950,171576.23386148512,179944.5975465493,149310.45999377334,149723.0465432989,0.0,184300.10210010127,134831.86991529854,170418.019223492,0,184734.92789625283,0,1064,1064,182264.44788099316,215635.49074942255,126520.11316936488,1166,0,473,1639,0,0,1,0,3,1,151657.99706457925,0,180921.19589041095,134212.3418029165,240,188012.89654544982,188271.9244019628,0,0,0,0,0,0,0,3,2008,172962.0638103184,115000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
70,190160.40928833946,63.0,15576,176192.88896983134,195917.815487839,185224.48665901885,181773.3072608619,185825.3162237993,211194.49169099482,6,7,1915,1976,171773.6313619456,180238.89337859975,150271.8021491264,168790.86014654348,0.0,184302.54226817703,133747.59470168684,170492.02766362252,0,185324.4925261686,0,840,840,182555.99476961396,213698.3425555805,187240.3652034425,840,840,0,1680,0,0,2,0,4,1,183856.24722527748,0,180921.19589041095,203116.58081421113,308,188180.9152155406,188289.4514542016,0,0,160,0,0,0,0,3,2008,174533.7870692423,177000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
60,191233.32829829317,109.0,14154,181397.07156459242,296458.38831811264,184468.41940953254,181311.71828673297,185924.04816297858,210207.53451219972,7,5,2006,2006,171476.40430315665,179840.24285865988,214779.58038757098,216070.71346458318,350.0,183898.69899894626,227015.4190232049,171739.15930117134,0,185133.43936837843,0,1063,1063,181920.61728043645,215068.50326484017,186903.34350873178,1071,1101,0,2172,0,0,2,1,3,1,183469.79688023945,1,229321.8827813421,202535.0966698494,947,187494.1124375275,187858.72426065805,192,62,0,0,0,0,0,8,2007,273959.03734815196,280000,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
60,203892.93264840182,85.0,10800,176089.5498929543,213177.70611872146,183441.46344586575,179950.05742616134,184738.37905625423,206117.7423531619,8,5,2007,2008,171077.48219472994,178244.3257876119,210288.65697578923,210743.62429001002,100.0,182734.72932716325,221845.2456360078,232169.58154413782,789,183453.7229458783,0,245,1034,180670.64605122097,211490.56365834005,185652.48040866305,1050,1028,0,2078,1,0,2,1,3,1,181937.7426632337,1,225647.35909030453,201627.13136986303,836,185802.54052726802,186460.00744518626,0,102,0,0,0,0,0,4,2008,266635.4855972346,339750,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,191083.31517272186,68.0,9571,176089.5498929543,137170.33640951692,183441.46344586575,179950.05742616134,184738.37905625423,175524.30905220288,5,3,1958,1958,171077.48219472994,178244.3257876119,171928.3599003736,164763.24743150684,0.0,128211.39269406394,150904.94155428815,167643.80735317274,0,183453.7229458783,0,1276,1276,180670.64605122097,141342.79520147401,127850.8041253346,1276,0,0,1276,0,0,1,0,3,1,186300.54358655043,0,180921.19589041095,201627.13136986303,350,185802.54052726802,186460.00744518626,0,0,0,0,0,0,0,6,2009,152750.27811404906,60000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
190,190239.06526649263,100.0,34650,178489.28961406744,194458.05278538814,184599.263273081,181484.8140179127,142002.87074113102,177217.15836269865,5,5,1955,1955,216737.1549343025,180793.75578852816,152436.4583364868,152161.7083365949,0.0,184803.1361467939,151572.24116518308,151167.35928863255,1056,184648.6339145281,0,0,1056,182644.13387730793,144902.59092130003,186893.81772331556,1056,0,0,1056,1,0,1,0,3,1,184055.0118454334,0,180921.19589041095,202277.2460297356,572,187650.53864047557,188220.00182904213,264,0,0,0,0,0,0,1,2006,174847.76121223494,145000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20,209727.10386424046,0.0,4403,176192.88896983134,220252.42304593071,185224.48665901885,181773.3072608619,185825.3162237993,176209.93732471083,7,5,2009,2009,171773.6313619456,180238.89337859975,152590.35461776404,153069.59760273973,432.0,184302.54226817703,224333.79845953133,234934.10814502594,578,185324.4925261686,0,892,1470,182555.99476961396,213698.3425555805,187240.3652034425,1478,0,0,1478,1,0,2,1,2,1,183856.24722527748,1,222071.2323531978,203116.58081421113,484,188180.9152155406,188289.4514542016,0,144,0,0,0,0,0,6,2010,258406.84221207505,222000,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
30,132291.26351046213,56.0,8960,178489.28961406744,137642.77187033772,148076.2391780822,181484.8140179127,186080.85319727138,177217.15836269865,5,6,1927,1950,172035.03598133638,180793.75578852816,159962.48134152102,165288.90815691158,0.0,184803.1361467939,151572.24116518308,174481.53227860315,0,184648.6339145281,0,1008,1008,182644.13387730793,156636.94614099566,132072.0374544824,1028,0,0,1028,0,0,1,0,2,1,184055.0118454334,1,223463.80621874318,137979.68226070475,360,187650.53864047557,188220.00182904213,0,0,130,0,0,0,0,3,2010,174847.76121223494,115000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
60,190160.40928833946,59.0,11228,222245.58486468426,186766.73264840184,185224.48665901885,181773.3072608619,185825.3162237993,211194.49169099482,7,5,1993,1993,171773.6313619456,180238.89337859975,213616.7330833042,214423.47035201915,0.0,184302.54226817703,224333.79845953133,150017.95833805046,50,178911.38951756997,531,499,1080,182555.99476961396,213698.3425555805,187240.3652034425,1080,1017,0,2097,0,1,2,1,3,1,183856.24722527748,1,205888.6941845438,203116.58081421113,678,188180.9152155406,188289.4514542016,196,187,0,0,0,0,0,12,2008,174533.7870692423,228000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
20,190239.06526649263,73.0,8899,178489.28961406744,194458.05278538814,184599.263273081,181484.8140179127,186080.85319727138,177217.15836269865,7,5,2007,2007,172035.03598133638,180793.75578852816,212250.8743230328,212874.74275929548,0.0,184803.1361467939,222913.10558283792,232556.4850855151,24,184648.6339145281,0,1316,1340,182644.13387730793,215948.4872831435,186893.81772331556,1340,0,0,1340,0,0,2,0,3,1,184055.0118454334,0,180921.19589041095,202277.2460297356,396,187650.53864047557,188220.00182904213,100,30,0,0,0,0,0,8,2007,260990.70055050566,181134,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
60,190239.06526649263,74.0,7844,178489.28961406744,143346.2493956487,184599.263273081,181484.8140179127,186080.85319727138,208424.82691595703,6,7,1978,1978,216737.1549343025,180793.75578852816,161936.0535424952,166465.06334626654,203.0,184803.1361467939,151572.24116518308,162009.50510055377,209,184648.6339145281,0,463,672,182644.13387730793,144902.59092130003,186893.81772331556,672,728,0,1400,0,0,1,1,3,1,184055.0118454334,1,205032.46167520652,202277.2460297356,440,187650.53864047557,188220.00182904213,0,0,0,0,0,0,0,3,2006,174847.76121223494,149500,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
70,190160.40928833946,86.0,22420,176192.88896983134,195917.815487839,148141.61278538813,181773.3072608619,185825.3162237993,211194.49169099482,6,6,1918,1950,217592.1644399346,180238.89337859975,150271.8021491264,153082.68621575343,0.0,184302.54226817703,133747.59470168684,150017.95833805046,1128,185324.4925261686,0,242,1370,161713.22540473225,143438.42197989832,129111.70539887188,1370,1254,0,2624,1,0,2,1,4,1,183856.24722527748,1,222071.2323531978,134510.68357477352,864,188180.9152155406,188289.4514542016,0,0,0,0,0,0,0,11,2007,174533.7870692423,239000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
50,191788.16806822573,60.0,8160,176830.30997541273,132339.17023053791,184580.31393592924,181316.743091842,185992.9014662353,145909.53254674532,5,6,1940,1950,171576.23386148512,179944.5975465493,149310.45999377334,149723.0465432989,0.0,184300.10210010127,134831.86991529854,162493.81361119208,312,184734.92789625283,0,444,756,182264.44788099316,131981.70507655118,130416.03424657533,756,378,0,1134,1,0,1,1,3,1,183712.11440409094,0,180921.19589041095,134212.3418029165,240,188012.89654544982,188271.9244019628,0,0,0,0,0,0,0,4,2007,172962.0638103184,126000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
20,190160.40928833946,65.0,8450,176192.88896983134,148487.68338363903,185224.48665901885,181773.3072608619,185825.3162237993,176209.93732471083,5,6,1968,1968,171773.6313619456,180238.89337859975,213616.7330833042,214423.47035201915,0.0,184302.54226817703,148793.16362702977,150017.95833805046,775,185324.4925261686,0,281,1056,182555.99476961396,213698.3425555805,187240.3652034425,1056,0,0,1056,1,0,1,0,3,1,183856.24722527748,1,171437.48612574642,203116.58081421113,304,188180.9152155406,188289.4514542016,0,85,184,0,0,0,0,7,2010,174533.7870692423,142000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
